STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TECH,Technology domain,UNIT_MEASURE,Measure,SIZE,Family size,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ZAF,South Africa,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ZAF,South Africa,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ZAF,South Africa,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ZAF,South Africa,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ZAF,South Africa,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ZAF,South Africa,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SDN,Sudan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SDN,Sudan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SYR,Syrian Arab Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SYR,Syrian Arab Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,33.3333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,TKM,Turkmenistan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,14.7540983606562,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,4.47558770343586,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,13.5051546391758,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,9.80392156862745,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,3.89105058365762,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,3.68098159509202,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,20,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UKR,Ukraine,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,3.84615384615385,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,11.4285714285714,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,15.9763313609471,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,7.89473684210526,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,20.173913043479,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,10.0358422939068,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,4.25170068027218,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,8.35130800287595,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ARE,United Arab Emirates,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,14.3230527966545,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,URY,Uruguay,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,URY,Uruguay,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,URY,Uruguay,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,URY,Uruguay,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,URY,Uruguay,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UZB,Uzbekistan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UZB,Uzbekistan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,25,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UZB,Uzbekistan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,50,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UZB,Uzbekistan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UZB,Uzbekistan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,UZB,Uzbekistan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,VEN,Venezuela,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,YEM,Yemen,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,9.03314126137187,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,9.19544413798142,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,9.00692973922441,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,9.5560923731635,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,10.2988059418881,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,10.9074975240767,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,11.5734211588655,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,W,World,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,10.1960632355818,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUS,Australia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,17.1361502347402,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,AUT,Austria,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,2.72975432211108,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,BEL,Belgium,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,18.7288135593231,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CAN,Canada,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,12.185876128499,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHL,Chile,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,19.5238095238095,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,COL,Colombia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CRI,Costa Rica,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,8.91699092088203,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DNK,Denmark,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,8.86752136752031,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,EST,Estonia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,38.4615384615385,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,3.54587869362311,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FRA,France,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,12.4267320952735,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DEU,Germany,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,4.03862951101923,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,24.2233009708738,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,HUN,Hungary,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ISL,Iceland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,50,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,IRL,Ireland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,5.0847457627129,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ISR,Israel,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,4.95251833153015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ITA,Italy,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,6.80244399185375,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,JPN,Japan,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,6.23106038880274,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,LVA,Latvia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,21.4285714285714,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,LTU,Lithuania,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,LUX,Luxembourg,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,24.8299319727895,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,15.4364471669214,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,22.5326721817521,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,27.2727272727273,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,21.0349302190084,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,10.2797844283914,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,7.33344814719124,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,TUR,Türkiye,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,6.66666666666667,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GBR,United Kingdom,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,6.5663257194342,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,10.887763826214,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,EA19,Euro area (19 countries),A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,3.88410968439619,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,9.58104884286008,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,OECD,OECD,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,9.86951876720565,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,OECDA,OECD America,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,11.134099036896,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,OECDSO,OECD Asia Oceania,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,5.62249628303905,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,OECDE,OECD Europe,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,9.42881630000619,,A,Normal value,0,Units,2,Two
